r/fwhm psf_int psf_iter psf_iter_err
0.64 0.44846846451940126 0.3215612703185368 0.013795806377425257
0.66 0.42677163932321155 0.2911269378029015 0.012677599683768864
0.68 0.4062563516496671 0.2793591268495099 0.013183652637165817
0.7000000000000001 0.3867757857745784 0.2624597489272784 0.012480465445863542
0.72 0.3678926332557446 0.24428741596912398 0.011440398156118713
0.74 0.3491487390293772 0.2277331682859259 0.01117306098610248
0.76 0.3305075400668207 0.21092612958376908 0.011497892193304727
0.78 0.31242213357794923 0.19124207790322847 0.011113206752408554
0.8 0.2953567616916364 0.18311596609499722 0.010372593662238316
0.8200000000000001 0.2793150117847361 0.16842085345836774 0.009997004458570278
0.84 0.26394047220883254 0.1616806442465305 0.00983902925889452
0.86 0.24898530495071894 0.15227726773654254 0.008905870345873416
0.88 0.2345367409610749 0.1371138747123139 0.008703124437601647
0.9 0.22083000230613098 0.12339365241095324 0.008259701525557508
0.92 0.2079923250607596 0.11353127490480164 0.007945315298061324
0.9400000000000001 0.19600360205641715 0.11026936348786923 0.007891107855830075
0.96 0.18480821764005306 0.10285449327478277 0.0076959480632740225
0.98 0.1743584490057245 0.09955049764704853 0.007312245286832247
1.0 0.164541546393689 0.09095882215202443 0.0073859954926764615
1.02 0.15514263023593328 0.08054627241402754 0.007033143246563799
1.04 0.14597155754682423 0.0788552269886 0.006770220410440975
1.06 0.13705074613205503 0.07075756616163671 0.006331091888305293
1.08 0.1286257531714958 0.0676059913931624 0.006374416470272014
1.1 0.12093564378778679 0.06295485738935513 0.0060034251548639365
1.12 0.11398395295475092 0.05754582514964641 0.0057919162500330796
1.1400000000000001 0.10755289502763335 0.054729827493320046 0.005582559096752809
1.16 0.10140713530255831 0.048052195801696417 0.0053665405482020935
1.18 0.09544852891753026 0.04491121827782192 0.005026749975215264
1.2 0.08971610408833626 0.04186783738746988 0.005177617613783819
1.22 0.08430235810981322 0.039691567603466364 0.004825927214945562
1.24 0.07927675969957311 0.037185645577748616 0.004788896866898911
1.26 0.07464691989320527 0.03516113616234975 0.004803857806831648
1.28 0.07035867974103939 0.03161948402252473 0.004677880084672216
1.3 0.06632173215894302 0.03186542192532267 0.004552128293734266
1.32 0.062451948705861786 0.02934913854607643 0.004324871712210851
1.34 0.05871314619795286 0.02755428013923851 0.004213082509223672
1.36 0.0551324117067859 0.024011902387034174 0.004032018394209718
1.3800000000000001 0.051770087141378436 0.022962270047806876 0.004074728573699856
1.4000000000000001 0.04866658081097294 0.02052613998201201 0.0037372807267267278
1.42 0.04581096860185794 0.018944682428405534 0.003878013769823437
1.44 0.04315791996624213 0.01884097619187972 0.003633164947441586
1.46 0.04067505484470372 0.017312303803254474 0.0036381862328856056
1.48 0.03836904248804235 0.016615948103564517 0.003389372184907081
1.5 0.03625887859982128 0.01535092563120433 0.0035039311498722228
1.52 0.034335223765495096 0.014577167125457018 0.0036084361928911735
1.54 0.03255496135971678 0.014050772090090662 0.0034146229911909153
1.56 0.03086641966953268 0.013019481264772481 0.0033360893303494283
1.58 0.029226893473681098 0.01210893606030502 0.0032453098546674853
1.6 0.027602593662179053 0.011050438150837985 0.0034139225276630324
1.62 0.02597961214969185 0.010961135920263768 0.003269672417392268
1.6400000000000001 0.024388837370349754 0.010573701393263624 0.0030723983661132006
1.6600000000000001 0.022897712179946083 0.009532036618970813 0.0032257140046804433
1.68 0.02155500430271716 0.00887497739472382 0.003161544313916788
1.7 0.020351284174745066 0.008003805243001354 0.003082946749282306
1.72 0.019245607432315556 0.0077407474912076285 0.0031166229615706633
1.74 0.018216523977511598 0.007472383068235415 0.0030457000366234015
1.76 0.017270570900388842 0.00737145466550893 0.002821473966410935
1.78 0.01641549120943681 0.006853264026469411 0.002933683024107204
1.8 0.01564208110984488 0.00651291841261113 0.0027430197211043995
1.82 0.014925610728476845 0.006335015510733697 0.0030112116590744545
1.84 0.014235691584807213 0.005975228744996435 0.0028544153418993095
1.86 0.013548288123422 0.005303233774855012 0.002929293315629583
1.8800000000000001 0.012854602808144162 0.005234478623823029 0.0028178945002918935
1.9000000000000001 0.012163818862695035 0.005248982399364987 0.0029493885314161093
1.92 0.01149782272102884 0.004575325670701113 0.002906993316685123
1.94 0.010875627977419413 0.004358270472631553 0.002853707935935098
1.96 0.010298996960965643 0.004529445274063941 0.0027681028818436993
1.98 0.009757569011228298 0.004031061304215951 0.002765407113852602
2.0 0.00924750467964493 0.003573000334698486 0.002946173113178898
2.02 0.008778036810184573 0.003996920931205738 0.0029387283947214862
2.04 0.008360549722001924 0.0034734835560335992 0.002774709518363777
2.06 0.00799520212188007 0.0035176969888293247 0.0030119649642170645
2.08 0.007666966497278562 0.0032407327274722067 0.00276619819666281
2.1 0.007354620378929382 0.0028891268753026065 0.0028114183242968866
2.12 0.007045791594350246 0.0026855725947487405 0.002642726962981092
2.14 0.006742355653876922 0.0024832241346097682 0.002718165977966589
2.16 0.00645058198698467 0.0026956261189444047 0.0028635963835538917
2.18 0.006170604848206246 0.0023552525290392013 0.0026806990989786477
2.2 0.0058976318181285445 0.0024688399982234024 0.002833654466294082
2.22 0.005627997230854186 0.002416773685679488 0.002755066307447336
2.24 0.005360680102442518 0.0022180893195696684 0.0025681974394678067
2.2600000000000002 0.005096841218126019 0.0018577695233980018 0.002593932455642794
2.2800000000000002 0.004842972127453921 0.0020471066166682273 0.0028402687200581762
2.3000000000000003 0.004612576882800582 0.0020030750402185637 0.002724458665050841
2.32 0.00441750907965487 0.0016562087242801308 0.0028965118228196033
2.34 0.004254205108925046 0.0021183130345486657 0.0028941714559676812
2.36 0.004102891503504348 0.0015607932448088672 0.002707444032977063
2.38 0.003945234775260211 0.0017666312545637915 0.003012475179093249
2.4 0.0037815018646717895 0.001621135132590041 0.0031409576781654034
2.42 0.003626365105345988 0.0017326162755300883 0.002638579390715992
2.44 0.003487988116871362 0.0014729300207729616 0.0028900720261240747
2.46 0.003355247322781828 0.0012731959181412657 0.003480555294008189
2.48 0.0032078469613091337 0.00146401204326706 0.0031022392380721862
2.5 0.003036593399309919 0.0011948432232672247 0.0029917705899178385
2.52 0.002851220710059757 0.0015096854649397648 0.00287005420033607
2.54 0.0026711999662084856 0.001335974660996545 0.003103217066830318
2.56 0.0025130620153478674 0.0012200498545846274 0.0032828837184639865
2.58 0.0023833024269389576 0.0011432137895521723 0.0030843978853593865
2.6 0.002276641793995204 0.0010628907069581302 0.0034013225399029397
2.62 0.002179233222412343 0.0010817505339179663 0.0034106593005908763
2.64 0.0020776293061672982 0.0012317949992644648 0.0035310330205955503
2.66 0.0019688955475247994 0.0007363517726741333 0.0036475624700046264
2.68 0.0018624819560379008 0.0009469472196532612 0.003542326945041088
2.7 0.0017701676249788291 0.0009449261805850838 0.003122663722414897
2.72 0.0016936510458633888 0.0010738634509093836 0.0037182290131067253
2.74 0.0016247913701936394 0.0009977109087465125 0.003926834178286858
2.7600000000000002 0.0015577198843838792 0.001091624064978911 0.0036716571991661307
2.7800000000000002 0.0014957154559179058 0.0007795893829503002 0.004137642008766932
2.8000000000000003 0.001444009052358901 0.000605042943841045 0.004701559030558186
2.82 0.0013996990414516313 0.0008703378245965217 0.003957843147274275
2.84 0.0013536478343923535 0.0006809448702888785 0.00513605190812346
2.86 0.0013018596080210448 0.0005610863917383045 0.004868915336109355
2.88 0.0012501483443843231 0.00048294477232486835 0.004749023599561991
2.9 0.001205835064604135 0.0007995958283828167 0.004345784215065224
2.92 0.0011696162576748553 0.0007644913429968745 0.004524965501773252
2.94 0.0011374104825119021 0.0005114157753290385 0.005257195918084569
2.96 0.0011051396509726085 0.0005640048476896299 0.0053586707649758035
2.98 0.0010695666854907053 0.0007799982403831582 0.004793061863124501
3.0 0.0010292918581224302 0.0007547268228427779 0.004544276590322608
3.02 0.0009867701014476976 0.0006831799768500339 0.004788937871492287
3.04 0.000945153522000755 0.0005967152600441444 0.005382262679385982
3.06 0.0009030622862032792 0.0008558831680601374 0.006334938651090404
3.08 0.0008560516588964596 0.00038240066025449845 0.006239440939618794
3.1 0.0008022509079125722 0.0006467944771779735 0.005975703419628903
3.12 0.0007442604821093672 0.0005147690176508391 0.007136663855477418
3.14 0.0006880669979417793 0.0005920813495055516 0.006766972001726083
3.16 0.0006420400415861992 0.000938360985905792 0.006115687606071881
3.18 0.0006137894982201137 0.00026043650459218266 0.005879512406624979
3.2 0.0006049521510626113 0.0003944664471396688 0.009858191569637792
3.22 0.0006082082786989029 0.0004265672853961193 0.009018023759646842
3.24 0.0006099438957045988 0.0006953959240431755 0.011384621512905627
3.2600000000000002 0.0005981797158343544 0.0010866360208256496 0.011039044292925465
3.2800000000000002 0.0005702612832489379 0.00019779051321639081 0.008127674019612362
3.3000000000000003 0.0005331303896306531 0.0008248463037636946 0.01083484041354641
3.3200000000000003 0.0004955088210208855 0.0003352361381080623 0.009766078927880593
3.34 0.0004603111673020435 0.0011489143428379616 0.009696004834039174
3.36 0.0004261488524174543 0.0001294829687398482 0.013633661626129546
3.38 0.0003951338250808205 0.0001077805425855914 0.008826790578819655
3.4 0.0003748187948878261 0.00035735558614160526 0.010703573841368549
3.42 0.000370631290327318 -0.0003086032546045796 0.013658099572570227
3.44 0.00037868263800518604 -0.0002342439956565065 0.012663285625381972
3.46 0.0003872154043181144 0.0007899268051782581 0.014623209766142798
3.48 0.00038378048414994346 0.0006370598581859298 0.021210018255119433
3.5 0.0003628837105878206 0.0029301907634351077 0.030201933686477653
3.52 0.0003316077118255367 -0.0002827542248410548 0.02155530820682224
3.54 0.00030761362581419 -0.003271538349473501 0.03189020986699423
3.56 0.00030507108808845295 -0.0006448500250360275 0.022585371349278703
3.58 0.00031976293809437087 0.0006744331284518927 0.020983265295348177
3.6 0.00033138345313233914 0.0012763301587621438 0.01906674073646932
3.62 0.0003215833870106484 0.00025393073059436683 0.018802764051919774
3.64 0.0002886978821619074 0.0030042134288228244 0.02096635616673935
3.66 0.00024680404686253815 0.00016237206276781258 0.01406281578196233
3.68 0.0002125700130293101 -0.0011096717155659208 0.030729877961986816
3.7 0.00019220446113583816 0.00037709807842543257 0.024905502707207365
3.72 0.00018052081874978473 8.17125792758474e-06 0.015868837719489215
3.74 0.00017161611401461291 -0.0014028686420276674 0.016747984906300997
3.7600000000000002 0.00016622753578268554 0.0013630852239442368 0.029228480052784455
3.7800000000000002 0.0001664790452704108 0.001301552602742451 0.015635773991218564
3.8000000000000003 0.00016873604190397818 -0.00039266304457185073 0.012887250150426138
3.8200000000000003 0.0001671002509451064 -0.002636628582192547 0.026602705459748854
3.84 0.00016108027352526355 0.0005439467110935837 0.04031824654428955
3.86 0.00015446045836805907 -0.0009055126608535606 0.03317331585022868
3.88 0.00014822503863434264 -3.9482520053081246e-05 0.018172257023592084
3.9 0.00013976999510783756 -0.0008541999628324411 0.03657020462317742
3.92 0.00012777353121553106 -0.0023924911367982377 0.0
3.94 0.00011317299718080911 0.004400598713990174 0.037194788389399096
3.96 9.619577080799791e-05 -0.0003838428100004116 0.014515211809868953
3.98 7.552076564926611e-05 0.001620334535021249 0.02119811689738195
4.0 5.0151961740938354e-05 nan nan
4.0200000000000005 2.0980993725979625e-05 -0.0020637087417832065 0.04767353086172451
4.04 -8.062454303136727e-06 -0.0005584349242228075 0.016218042187339656
4.0600000000000005 -2.9668940575810673e-05 nan nan
4.08 -3.742255728100671e-05 nan nan
4.1 -3.221794382837451e-05 nan nan
4.12 -2.169262037060538e-05 nan nan
4.14 -1.2156111389600455e-05 nan nan
4.16 -3.6184848985884412e-06 nan nan
4.18 6.379714187317782e-06 nan nan
4.2 1.7177727028016754e-05 nan nan
4.22 2.5866634885359765e-05 nan nan
4.24 3.1721625725233146e-05 nan nan
4.26 3.658320734973498e-05 nan nan
4.28 4.089619037129264e-05 nan nan
4.3 4.221050862705607e-05 nan nan
4.32 3.854941977952539e-05 nan nan
4.34 3.126332875181626e-05 nan nan
4.36 2.361449742224805e-05 nan nan
4.38 1.8109808920808036e-05 nan nan
4.4 1.5255421594610555e-05 nan nan
4.42 1.2791218217579882e-05 nan nan
4.44 5.665196482345429e-06 nan nan
4.46 -1.0234953323707508e-05 nan nan
4.48 -3.195485740122612e-05 nan nan
4.5 -4.879760146396909e-05 nan nan
4.5200000000000005 -5.061411975405383e-05 nan nan
4.54 -3.755861991183219e-05 nan nan
4.5600000000000005 -2.083773920183494e-05 nan nan
4.58 -1.3522791344314057e-05 nan nan
4.6000000000000005 -2.0892090234922598e-05 nan nan
4.62 -3.852189431339696e-05 nan nan
4.64 -5.761243597110149e-05 nan nan
4.66 -7.104009496082475e-05 nan nan
4.68 -7.536694555406947e-05 nan nan
4.7 -7.06752843198331e-05 nan nan
4.72 -6.260090778602483e-05 nan nan
4.74 -6.215930026393101e-05 nan nan
4.76 -7.676354490528041e-05 nan nan
4.78 -0.00010004406247248027 nan nan
4.8 -0.0001151586495211358 nan nan
4.82 -0.00011062059312434843 nan nan
4.84 -9.084082895121552e-05 nan nan
4.86 -6.993911023437253e-05 nan nan
4.88 -5.77702663234901e-05 nan nan
4.9 -5.4556928783280954e-05 nan nan
4.92 -5.626709272821509e-05 nan nan
4.94 -5.9779983493102006e-05 nan nan
4.96 -6.262152069597484e-05 nan nan
