ID ra dec shotid
4877729411727681281 220.950099 51.804999 20190302027
4862615787731485769 190.778509 51.330619 20180516018
4862615787731489863 190.894558 51.414118 20180516018
4877729402865074689 228.177753 50.768358 20190506015
4862615765831683328 159.831546 51.064979 20180411012
4877729402745534208 211.642257 50.715034 20190624018
4877729394751188992 27.292108 0.645893 20191022018
4877729394751188992 27.292108 0.645893 20191119016
4862615755799806646 12.250018 -0.195951 20181128009
4862615755799806646 12.250018 -0.195951 20181227003
4862615758530280228 167.099029 52.161941 20200104027
4862615754998453809 35.619231 -0.449319 20191024028
4877729399182541825 185.47122 51.198841 20180214012
4877729399182541825 185.47122 51.198841 20180215008
4877729399182541825 185.47122 51.198841 20180221013
4877729418709106432 19.812058 0.791448 20190901014
4877729396923930112 181.72399 51.212785 20180210008
4877729396923930112 181.72399 51.212785 20180321022
4877729415181652992 203.672017 50.881137 20190501025
4877729420974019840 14.526078 0.619506 20190904017
4877729397819346179 170.427216 51.826564 20190325014
4877729388103258625 189.105816 62.234652 20180222020
4877729388103258625 189.105816 62.234652 20180415016
4877729388103258625 189.105816 62.234652 20180508015
4877729388103258625 189.105816 62.234652 20180511015
4877729388103258625 189.105816 62.234652 20180516012
4877729388103258625 189.105816 62.234652 20180517009
4877729388103258625 189.105816 62.234652 20180518009
4877729388103258625 189.105816 62.234652 20180613012
4877729413839465473 201.66797 51.049085 20180416023
4862615754998421036 34.301212 -0.515306 20191008019
4877729413843658242 200.461831 52.020908 20200104032
4862615767830169857 214.571074 51.832255 20190112031
4877729394751191040 28.501397 0.697715 20191027018
4877729410691634945 188.318205 50.912196 20200101026
4877729397819338496 163.34367 50.749255 20190204013
4862615755799712430 8.914234 -0.163245 20181107008
4862615755799712430 8.914234 -0.163245 20181108008
4862615755799712430 8.914234 -0.163245 20181109008
4877729413843658753 200.927387 51.972319 20190509008
4862615755031635493 21.874596 -0.177302 20181112013
4862615755031635493 21.874596 -0.177302 20191218013
4877729396923926016 177.793267 51.078685 20180113015
4877729396923926016 177.793267 51.078685 20180414007
4877729397819345409 169.647448 51.837891 20181214013
4877729396928108032 166.246178 50.711125 20191225019
4877729420967727360 14.035902 -0.784938 20191218012
4877729411723485184 218.910403 51.749914 20190212017
4877729411723485184 218.910403 51.749914 20200123028
4877729400776326656 178.539756 50.743755 20190316019
4877729415187951361 210.466627 50.965626 20190405019
4877729413843661313 203.31927 51.577807 20190301022
4877729415183750912 204.634606 51.079435 20180215011
4877729415183750912 204.634606 51.079435 20190502025
4862615758496693027 165.37856 51.387549 20190428025
4877729411612319489 226.158382 50.74656 20190701020
4877729396928136192 192.663085 51.836985 20190401022
4877729396772861184 163.792742 52.109764 20190303002
4877729396772861184 163.792742 52.109764 20200125021
4877729396772861184 163.792742 52.109764 20200127020
4862615758530284334 167.376643 52.087436 20200104025
4877729396926010369 166.123794 50.266148 20191224026
4877729420976144641 30.823588 0.885171 20190812012
4877729420969854976 31.827015 -0.211455 20181005013
4877729420969854976 31.827015 -0.211455 20181011011
4862615765831765257 164.3815 52.085009 20200127022
4877729420971916800 11.222099 0.019405 20180110007
4877729420971916800 11.222099 0.019405 20180910022
4877729420971916800 11.222099 0.019405 20180911022
4877729420971916800 11.222099 0.019405 20181010015
4877729418709097217 14.353399 0.757831 20190904017
4877729418709097217 14.353399 0.757831 20191101014
4877729420974038017 25.235648 0.611299 20190810017
4877729420974038017 25.235648 0.611299 20190907017
4877729420974038017 25.235648 0.611299 20200119011
4877729403550853120 224.395166 52.081626 20190501016
4877729399182526465 171.355492 50.374215 20191202036
4862615765831724298 162.196296 51.655977 20190215017
4862615787731518533 192.616572 51.213259 20180211017
4877729397815145984 165.247866 50.375415 20200101021
4877729399182553344 196.158277 50.694679 20200129028
4877729430954435584 19.358431 0.328759 20181102014
4862615755799839392 13.468144 -0.061418 20181102009
4862615755799839392 13.468144 -0.061418 20181104012
4862615755799839392 13.468144 -0.061418 20181106008
4877729431220818433 35.470673 -0.068185 20180913022
4877729431220818433 35.470673 -0.068185 20180915016
4877729431220818433 35.470673 -0.068185 20181004010
4877729431220818433 35.470673 -0.068185 20181210014
4877729431220818433 35.470673 -0.068185 20191221016
4862615758530206506 162.891766 51.270994 20191125025
4877729400774235138 183.893571 50.587764 20200124023
4877729396928121088 178.325531 51.945217 20190509004
4862615758496656176 163.258163 51.008997 20190108011
4862615758496656176 163.258163 51.008997 20190408023
4877729400774233600 182.410183 50.435605 20200101025
4877729399182538497 182.541584 51.165326 20180208013
4877729399182538497 182.541584 51.165326 20180220016
4877729399182538497 182.541584 51.165326 20180312009
4877729397815169793 187.390758 51.952623 20200201023
4877729420974021121 15.399359 0.602428 20191118014
4877729420971934720 21.598133 0.167855 20181108018
4862615754998478379 36.423532 -0.496807 20190928023
4862615754998478379 36.423532 -0.496807 20191217013
4877729396928110848 168.879365 51.066277 20180208011
4877729396928110848 168.879365 51.066277 20180212009
4877729396928110848 168.879365 51.066277 20180224007
4877729397815162113 180.045116 51.959167 20190303008
4877729397815162113 180.045116 51.959167 20200202024
4862615768021742633 230.054484 51.301997 20180715007
4862615765866052874 208.554846 51.765479 20190302025
4877729396930200321 161.915993 50.360386 20191203026
4877729411608120320 221.516547 51.571469 20180712013
4877729411608120320 221.516547 51.571469 20190410027
4862615755766166188 9.207545 -0.423416 20190901018
4862615755766166188 9.207545 -0.423416 20190928015
4862615755766166188 9.207545 -0.423416 20191005009
4877729397815166977 184.825843 51.981991 20190404021
