detectid fwhm throughput fluxlimit_4540 shotid field n_ifu gmag_err gmag ra dec date obsid wave wave_err flux flux_err linewidth linewidth_err continuum continuum_err sn sn_err chi2 chi2_err multiframe fibnum x_raw y_raw amp chi2fib detectname expnum fiber_id ifuid ifuslot inputid noise_ratio specid weight x_ifu y_ifu combined_continuum combined_continuum_err combined_plae combined_plae_err mag_sdss_g mag_sdss_g_err plae_classification plae_sdss_g plae_sdss_g_max plae_sdss_g_min vis_class
2101630806 1.2900540828704834 0.11949999630451202 6.871542355000002e-17 20200107026 dex-spring 62 26.818145751953125 26.818145751953125 202.83831787109375 52.106597900390625 20200107 26 4925.81005859375 0.4000000059604645 9.699999809265137 1.1299999952316284 2.680000066757202 0.36000001430511475 -0.05999999865889549 0.05999999865889549 7.460000038146973 0.9200000166893005 1.0199999809265137 0.2199999988079071 multi_032_094_028_RL 106 728 959 RL 0.7200000286102295 "HETDEX J133121.20+520623.8" 2 20200107026_2_multi_032_094_028_RL_106 28 94 20200107v026_032_094_028_018 1.2799999713897705 32 0.35190001130104065 16.530000686645508 0.0 1.5553040203073575e-19 4.473048955744681e-19 984.6210327148438 518.3065795898438 26.818145751953125 1.1752617359161377 0.9989854097366333 1000.0 1000.0 1000.0 -1
2101631009 1.2900540828704834 0.11949999630451202 6.871542355000002e-17 20200107026 dex-spring 62 26.787445068359375 26.787445068359375 202.65721130371094 52.23722457885742 20200107 26 4528.02001953125 0.4300000071525574 11.350000381469727 1.2300000190734863 3.309999942779541 0.4099999964237213 -0.0 0.05999999865889549 7.75 0.9599999785423279 1.0299999713897705 0.2199999988079071 multi_302_036_041_RU 81 514 743 RU 1.9500000476837158 "HETDEX J133037.73+521414.0" 3 20200107026_3_multi_302_036_041_RU_081 41 36 20200107v026_302_036_041_001 1.3300000429153442 302 0.4489000141620636 17.799999237060547 15.420000076293945 1.278058928373725e-19 1.8628899678624644e-19 1000.0 1000.0 26.787445068359375 0.9783739447593689 0.9990010261535645 1000.0 1000.0 1000.0 5
2101631050 1.2900540828704834 0.11949999630451202 6.871542355000002e-17 20200107026 dex-spring 62 25.909210205078125 25.909210205078125 202.7295684814453 52.26463317871094 20200107 26 4915.0 0.4300000071525574 12.350000381469727 1.2799999713897705 3.4800000190734863 0.4000000059604645 0.019999999552965164 0.05999999865889549 8.300000190734863 0.9599999785423279 1.0 0.2199999988079071 multi_305_034_056_LU 24 713 227 LU 1.340000033378601 "HETDEX J133055.10+521552.7" 2 20200107026_2_multi_305_034_056_LU_024 56 34 20200107v026_305_034_056_003 1.3200000524520874 305 0.2881999909877777 2.5399999618530273 -15.420000076293945 1.6789513660126962e-19 6.863753437448371e-20 1000.0 1000.0 25.909210205078125 0.5301163196563721 0.9990010261535645 1000.0 1000.0 1000.0 5
2101631071 1.2900540828704834 0.11949999630451202 6.871542355000002e-17 20200107026 dex-spring 62 25.65712547302246 25.65712547302246 202.60134887695312 52.222862243652344 20200107 26 4964.7001953125 0.4300000071525574 10.760000228881836 1.2300000190734863 3.0399999618530273 0.38999998569488525 0.07999999821186066 0.05999999865889549 6.940000057220459 0.9800000190734863 1.0199999809265137 0.2199999988079071 multi_306_037_057_RU 55 742 509 RU 0.6700000166893005 "HETDEX J133024.32+521322.3" 2 20200107026_2_multi_306_037_057_RU_055 57 37 20200107v026_306_037_057_002 1.4299999475479126 306 0.30799999833106995 -15.25 19.829999923706055 4.455481707485586e-19 2.3816755468237317e-19 452.9113464355469 516.6853637695312 25.65712547302246 0.4813869297504425 0.9977969527244568 1000.0 1000.0 1000.0 5
2101631111 1.2900540828704834 0.11949999630451202 6.871542355000002e-17 20200107026 dex-spring 62 26.220279693603516 26.220279693603516 202.76400756835938 52.26766586303711 20200107 26 4434.14990234375 1.3600000143051147 41.52000045776367 6.739999771118164 14.350000381469727 2.0 0.12999999523162842 0.11999999731779099 10.989999771118164 1.4600000381469727 1.059999942779541 0.20999999344348907 multi_310_033_002_LL 9 483 103 LL 4.400000095367432 "HETDEX J133103.36+521603.6" 1 20200107026_1_multi_310_033_002_LL_009 2 33 20200107v026_310_033_002_005 1.1699999570846558 310 0.3978999853134155 -21.610000610351562 0.0 2.575811476168689e-19 3.7459977808593734e-19 1000.0 1000.0 26.220279693603516 0.7075056433677673 0.9990010261535645 1000.0 1000.0 1000.0 -1
2101631301 1.2900540828704834 0.11949999630451202 6.871542355000002e-17 20200107026 dex-spring 62 26.86836814880371 26.86836814880371 202.84109497070312 52.256591796875 20200107 26 3894.2099609375 0.5199999809265137 17.469999313354492 2.009999990463257 3.8499999046325684 0.5099999904632568 -0.11999999731779099 0.09000000357627869 10.539999961853027 0.9100000262260437 1.1299999952316284 0.2199999988079071 multi_321_042_030_RL 104 200 936 RL 0.9200000166893005 "HETDEX J133121.86+521523.7" 1 20200107026_1_multi_321_042_030_RL_104 30 42 20200107v026_321_042_030_001 0.8999999761581421 321 0.5023999810218811 21.610000610351562 0.0 7.007451770448966e-19 3.1666469421757684e-19 1000.0 1000.0 26.86836814880371 1.1604379415512085 0.9536372423171997 1000.0 1000.0 1000.0 3
2101631361 1.2900540828704834 0.11949999630451202 6.871542355000002e-17 20200107026 dex-spring 62 25.862934112548828 25.862934112548828 202.7083282470703 52.13448715209961 20200107 26 4274.75 2.430000066757202 21.719999313354492 6.269999980926514 11.34000015258789 2.7899999618530273 -0.41999998688697815 0.1599999964237213 6.96999979019165 1.3899999856948853 1.0099999904632568 0.2199999988079071 multi_325_076_044_RL 98 399 883 RL 1.649999976158142 "HETDEX J133050.00+520804.2" 2 20200107026_2_multi_325_076_044_RL_098 44 76 20200107v026_325_076_044_015 0.9800000190734863 325 0.29739999771118164 -12.710000038146973 2.200000047683716 2.7730229664286946e-19 3.849575786199615e-19 1000.0 1000.0 25.862934112548828 0.5206490159034729 0.9990010261535645 1000.0 1000.0 1000.0 0
2101631442 1.2900540828704834 0.11949999630451202 6.871542355000002e-17 20200107026 dex-spring 62 27.320049285888672 27.320049285888672 202.6422882080078 52.08220672607422 20200107 26 4788.47998046875 0.800000011920929 12.270000457763672 2.25 3.819999933242798 0.8199999928474426 -0.07000000029802322 0.10000000149011612 6.559999942779541 0.8799999952316284 1.1799999475479126 0.2199999988079071 multi_329_088_029_RU 37 649 342 RU 1.2699999809265137 "HETDEX J133034.15+520455.9" 3 20200107026_3_multi_329_088_029_RU_037 29 88 20200107v026_329_088_029_002 0.9599999785423279 329 0.36079999804496765 -19.06999969482422 22.030000686645508 1.2373635809406766e-19 2.4905730989845135e-19 1000.0 1000.0 27.320049285888672 -999.9990234375 0.9990010261535645 1000.0 1000.0 1000.0 0
2101631507 1.2900540828704834 0.11949999630451202 6.871542355000002e-17 20200107026 dex-spring 62 28.00796890258789 28.00796890258789 202.83033752441406 52.17029571533203 20200107 26 5400.490234375 0.30000001192092896 10.199999809265137 1.100000023841858 2.2799999713897705 0.27000001072883606 -0.10000000149011612 0.07000000029802322 7.329999923706055 1.0199999809265137 1.1399999856948853 0.23000000417232513 multi_404_073_071_LU 70 970 636 LU 3.25 "HETDEX J133119.28+521013.1" 2 20200107026_2_multi_404_073_071_LU_070 71 73 20200107v026_404_073_071_008 1.3200000524520874 404 0.33070001006126404 -15.25 -19.829999923706055 2.0634486961699544e-19 1.285585108725221e-19 385.32208251953125 525.8604125976562 28.00796890258789 -999.9990234375 0.9974114894866943 1000.0 1000.0 1000.0 -1
2101631559 1.2900540828704834 0.11949999630451202 6.871542355000002e-17 20200107026 dex-spring 62 26.062496185302734 26.062496185302734 202.9320526123047 52.18507385253906 20200107 26 4388.5400390625 0.6399999856948853 13.90999984741211 1.9299999475479126 4.239999771118164 0.699999988079071 -0.05000000074505806 0.09000000357627869 8.59000015258789 0.9399999976158142 1.0399999618530273 0.23000000417232513 multi_406_071_081_RU 102 450 931 RU 1.1699999570846558 "HETDEX J133143.69+521106.3" 1 20200107026_1_multi_406_071_081_RU_102 81 71 20200107v026_406_071_081_001 0.9100000262260437 406 0.38600000739097595 13.979999542236328 13.220000267028809 5.006393818215677e-19 2.3929787114003274e-19 1000.0 1000.0 26.062496185302734 0.5761587619781494 0.9990010261535645 1000.0 1000.0 1000.0 5
