ra dec shotid ifuslot amp wl fibnum detectid cat cat2 gmag flux fwhm
184.38742065429688 51.41902542114258 20180515009 72 RL 3955.300048828125 27 1000330771 N/A good 25.60261681491976 14.470000267028809 4.409999847412109
184.54022216796875 51.28573989868164 20180515009 47 RL 3846.43994140625 106 1000330781 N/A good 27.528066545798865 20.440000534057617 2.799999952316284
184.556884765625 51.2884521484375 20180515009 47 RU 5183.2998046875 36 1000330801 N/A good 25.32136501349654 10.640000343322754 2.869999885559082
184.59934997558594 51.420955657958984 20180515009 96 LL 4837.9501953125 7 1000330814 N/A good 25.14346633989139 12.710000038146973 3.369999885559082
184.3947296142578 51.35883331298828 20180515009 53 RU 5155.77001953125 81 1000330824 N/A good 24.793236104260508 20.229999542236328 6.96999979019165
184.4695281982422 51.39949417114258 20180515009 74 RU 4830.97998046875 80 1000330830 N/A good 24.458543064479702 12.680000305175781 3.190000057220459
184.45333862304688 51.43162536621094 20180515009 83 RL 4019.389892578125 35 1000330858 N/A good 24.16636268906302 15.84000015258789 3.0299999713897705
184.364501953125 51.3054084777832 20180515009 33 RU 4433.93017578125 105 1000330894 N/A good 24.24391038582934 17.59000015258789 5.53000020980835
184.49310302734375 51.42550277709961 20180515009 84 RU 4522.97998046875 26 1000330905 N/A good 24.07054386180834 11.109999656677246 3.3499999046325684
184.37721252441406 51.323482513427734 20180515009 43 LU 4297.08984375 42 1000330914 N/A good 24.980121219301296 48.79999923706055 6.75
184.36441040039062 51.30524444580078 20180515009 33 RU 4434.0498046875 105 1000330929 N/A good 24.305009185653105 15.40999984741211 5.230000019073486
184.55267333984375 51.3736686706543 20180515009 76 RL 4962.93994140625 88 1000330945 N/A good 29.355917421685174 8.579999923706055 2.7799999713897705
191.67811584472656 51.47687911987305 20180515010 103 LU 5333.0 60 1000331097 N/A good 24.268983165123437 10.65999984741211 2.5199999809265137
191.65109252929688 51.42983627319336 20180515010 83 RL 4279.56005859375 112 1000331181 N/A good 24.07075552748854 31.799999237060547 3.569999933242798
191.7240753173828 51.23432159423828 20180515010 27 RL 5123.31982421875 5 1000331244 N/A good 26.28010370134117 16.979999542236328 3.240000009536743
191.6345977783203 51.40189743041992 20180515010 73 LL 5012.85986328125 80 1000331257 N/A good 26.792805363630038 8.989999771118164 3.0899999141693115
191.7350616455078 51.40442657470703 20180515010 85 LU 4401.169921875 9 1000331271 N/A good 23.964239307113985 24.389999389648438 3.490000009536743
191.65113830566406 51.42945098876953 20180515010 83 LL 4279.669921875 20 1000331319 N/A good 24.27539377853192 20.34000015258789 3.4600000381469727
191.6991424560547 51.29499816894531 20180515010 46 LL 4096.43994140625 54 1000331354 N/A good 25.26019942756595 19.75 3.890000104904175
197.73025512695312 51.065956115722656 20180515011 35 RU 4227.990234375 28 1000331500 N/A good 26.96366931142165 11.930000305175781 3.5199999809265137
197.7799530029297 51.050987243652344 20180515011 36 RU 4849.18017578125 96 1000331657 N/A good 25.629276812716057 11.510000228881836 2.809999942779541
203.66082763671875 51.45307159423828 20180515012 93 LU 4031.10009765625 19 1000331682 N/A good 24.62371415389649 48.400001525878906 4.420000076293945
203.75767517089844 51.458282470703125 20180515012 105 LL 4779.31982421875 109 1000331720 N/A good 24.93527112463851 17.329999923706055 3.450000047683716
203.71194458007812 51.29281234741211 20180515012 46 LL 4985.22021484375 26 1000331726 N/A good 25.821748357694887 17.219999313354492 3.869999885559082
203.7017822265625 51.441436767578125 20180515012 94 LU 4096.43017578125 59 1000331727 N/A good 24.617981384844427 24.59000015258789 3.75
203.50120544433594 51.28820037841797 20180515012 22 RL 4229.77001953125 107 1000331733 N/A good 24.605482333055647 15.5 3.3499999046325684
203.7158966064453 51.44502639770508 20180515012 94 RL 4423.06005859375 78 1000331755 N/A good 25.639082205071205 24.100000381469727 5.440000057220459
203.6078643798828 51.287681579589844 20180515012 34 LL 4770.0400390625 101 1000331763 N/A good 24.690580984863292 64.18000030517578 5.800000190734863
203.68222045898438 51.459434509277344 20180515012 93 RU 4098.5498046875 18 1000331830 N/A good 25.350161963967075 15.630000114440918 3.630000114440918
209.5479736328125 51.338619232177734 20180515013 42 RL 3756.330078125 59 1000332126 N/A good 24.616200295884575 21.100000381469727 2.690000057220459
209.71580505371094 51.23271942138672 20180515013 27 RL 4042.14990234375 77 1000332142 N/A good 24.74938090034721 21.010000228881836 3.25
209.5955047607422 51.353694915771484 20180515013 53 RL 4314.08984375 109 1000332155 N/A good 25.2542796815824 19.799999237060547 2.4200000762939453
215.6604766845703 51.10207748413086 20180515014 43 LU 4339.72998046875 65 1000332407 N/A good 23.89697470524368 12.010000228881836 3.2200000286102295
215.63458251953125 51.07998275756836 20180515014 33 LL 3649.300048828125 110 1000332464 N/A good 23.893215322356074 25.56999969482422 3.009999990463257
